000e4156-95bf-4a83-81c2-1dbeb002bc1f,superadmin,172.25.3.4,1,superadmin用户登录,2016-12-22 13:41:40.0,null,null
00110c99-0bad-40ed-8dda-1d5aa54357c5,superadmin,172.25.5.127,1,superadmin用户登录,2016-12-13 11:43:31.0,null,null
00120fd1-df2b-4ded-afac-5a7c5bd08c6d,superadmin,172.25.4.21,1,superadmin用户登录,2016-09-03 15:25:36.0,null,null
00144b32-c8a4-4dd6-b1be-7ad6efc0c8bc,superadmin,0:0:0:0:0:0:0:1,1,退出成功,2016-12-08 14:27:35.0,null,null
0017a449-de77-4936-b5c9-123484c5e50d,admin,127.0.0.1,1,admin用户登录,2016-09-06 11:27:38.0,null,null
001b2d4e-5551-437f-9d90-6522d49d52e8,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-12-02 10:37:07.0,null,null
001cf415-44a5-4ee7-8f0b-628c59cbafe5,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-12-23 09:21:52.0,null,null
0020605f-9bed-4b23-939c-2d1f7dbbd1ea,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-12-24 16:53:59.0,null,null
00235d8b-42cf-48fa-b762-2c6e4d0f7549,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-12-16 18:42:34.0,null,null
00251947-4785-4e4b-88ea-98446d329d26,superadmin,172.25.3.16,1,退出成功,2016-12-07 09:45:21.0,null,null
0025b935-1b26-455f-a814-0f0b0e9ce1cd,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-12-17 13:03:23.0,null,null
002805d3-3516-48c0-bad2-684930058cdd,superadmin,172.25.4.49,1,superadmin用户登录,2016-11-02 15:03:17.0,null,null
00314cb8-970b-4381-a35c-51022541d628,superadmin,172.25.2.3,1,superadmin用户登录,2016-09-02 12:34:10.0,null,null
003e1f01-6b12-4bbc-8865-a00cf4502672,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-12-27 13:21:03.0,null,null
003f2854-0736-482e-ab6e-8d9beb566a17,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-12-14 16:34:08.0,null,null
00434a8a-e03d-4afb-a125-b89ef110394f,superadmin,172.25.2.15,1,superadmin用户登录,2016-11-08 12:02:43.0,null,null
00434e97-13e8-43fb-9a03-ecbc1153f9aa,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-12-08 15:23:36.0,null,null
004401f4-f12f-48da-893a-dbede6041526,superadmin,10.250.250.90,1,superadmin用户登录,2017-01-04 15:11:02.0,null,null
004c6504-e2ad-4a3e-984d-41d0c24e99ae,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-10-08 09:03:31.0,null,null
004f3c7b-83f4-431b-b535-e5cee90f0987,superadmin,172.25.2.62,1,superadmin用户登录,2016-11-09 16:52:39.0,null,null
0053c416-903a-4c49-8b79-39ddd49db256,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-10-08 16:51:59.0,null,null
0057932a-b7ac-4f22-b156-182e10e267d0,superadmin,172.25.2.62,1,superadmin用户登录,2016-11-04 13:28:09.0,null,null
005b1eeb-dc21-4927-b89f-6547ee051c77,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-09-03 08:50:56.0,null,null
005c0d00-347b-4724-9cb1-59bc2529ee6c,superadmin,172.25.5.16,1,superadmin用户登录,2016-09-03 14:42:26.0,null,null
005c3c50-d3a2-41a0-bc5f-756adb736ea1,superadmin,127.0.0.1,1,superadmin用户登录,2016-10-21 10:59:15.0,null,null
00637e63-ea6c-43fe-90c1-5fc0a783da3d,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-09-04 11:52:47.0,null,null
00661ce9-beb0-43f4-89f9-9889ee3d6bbb,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-09-30 14:27:14.0,null,null
0071d424-f0ba-464a-b9e4-c9053cdf3929,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-09-04 10:35:36.0,null,null
0072ed65-118e-40d1-ab47-5e8a1f4d203e,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-12-06 10:58:38.0,null,null
0079b376-c0d0-4b65-8338-7c384038c3fd,superadmin,172.25.2.12,1,superadmin用户登录,2016-10-27 15:07:35.0,null,null
0085c655-8f61-465f-bdc8-b24ceca67fb8,superadmin,172.25.2.62,1,superadmin用户登录,2016-11-04 10:27:43.0,null,null
0086922a-c917-458b-b7a4-96432eafc076,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-09-03 14:42:24.0,null,null
0087ba6b-19a8-48fe-aaea-566d72733cf4,superadmin,172.25.2.11,1,superadmin用户登录,2016-12-15 09:05:33.0,null,null
00908970-10af-468e-923c-f209f5effc3f,root,127.0.0.1,1,root用户登录,2016-10-17 16:26:43.0,null,null
00a1aeef-6e9a-44ff-9eb2-3edc7ad77e86,superadmin,172.25.5.25,1,superadmin用户登录,2016-10-29 16:29:17.0,null,null
00a8dfec-fdab-4c9e-8874-82d0d5c9996f,superadmin,172.25.5.3,1,superadmin用户登录,2016-10-11 09:23:00.0,null,null
00aa39b1-34a8-4d3d-a92d-9096d9de7d83,superadmin,10.250.250.60,1,superadmin用户登录,2017-01-03 20:19:13.0,null,null
00ac1c49-f876-4826-af8e-aa2b724669c7,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-10-19 15:30:32.0,null,null
00b287db-678d-4a8b-8061-c5e2a11bbdda,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-12-17 16:07:05.0,null,null
00b8a111-4294-49ab-ae05-e08134ebcda0,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-09-05 10:42:45.0,null,null
00bb7df5-8963-4400-aa83-387001f71e13,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-12-12 11:29:16.0,null,null
00c0940c-0e53-45f9-8029-eeebd9a84516,superadmin,172.25.4.5,1,superadmin用户登录,2016-12-17 10:47:22.0,null,null
00c0a1d8-9aa2-42e3-a422-cfe59df0da85,superadmin,172.25.2.6,1,superadmin用户登录,2016-10-20 14:55:59.0,null,null
00c28324-b286-4912-8175-1c803ef02fc4,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-09-19 13:34:18.0,null,null
00c2f37a-b1f0-4577-9165-57c4e936e4e5,superadmin,127.0.0.1,1,superadmin用户登录,2016-10-19 08:20:30.0,null,null
00ce8536-f210-4d8d-908a-dd038bf60402,admin,172.16.254.5,1,admin用户登录,2016-09-03 10:07:24.0,null,null
00d5e484-8962-427f-b263-c8a855f650ee,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-09-29 13:21:38.0,null,null
00d7f7b0-556b-4ffd-bb70-ebe0527ca366,superadmin,172.25.2.15,1,superadmin用户登录,2016-10-09 13:24:25.0,null,null
00d94c60-b20b-4285-bcff-5ab060c9ba3d,superadmink,127.0.0.1,1,superadmink用户登录,2016-09-02 10:20:56.0,null,null
00dd8e9c-eb07-4605-b08e-8d49c567b41f,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-11-15 15:06:00.0,null,null
00e2cddb-1349-4e20-b214-eaf8dad85bab,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-11-30 16:02:47.0,null,null
00f3c8f9-d697-48a3-a4f5-be04f4e5fa20,superadmin,172.25.4.7,1,superadmin用户登录,2016-10-12 09:58:42.0,null,null
0109510d-87f0-4846-91de-3e1674b8cdcd,superadmin,0:0:0:0:0:0:0:1,1,superadmin用户登录,2016-09-30 09:37:55.0,null,null
01107ce0-56c0-4c78-9bde-6e36704e3123,superadmin,172.25.4.3,1,superadmin用户登录,2016-11-24 14:32:40.0,null,null
01145104-ea8b-4322-8c72-373aad1c578e,superadmin,172.25.5.30,1,superadmin用户登录,2016-09-20 11:57:26.0,null,null
